run_id,item_id,type,intended_reading,source,doc_id,arm,gt_value,text_sent,clip,tts_cached,snr_db,scorer,pass_1,transcript_1,pass_2,transcript_2,matched_pass,recovered,asr_cached,error
20260906T133206Z,account_identifier_01,account_identifier,digit_by_digit,loan_account_no,SAMJHA-2026-001,baseline,000512348899,आपके लोन खाते की संख्या 000512348899 है।,evals/results/clips/baseline/348095f3dca2.tel.wav,True,,sarvam,transcribe,आपके लोन खाते की संख्या 00512337 बीए कर।,verbatim,आपके लोन खाते की संख्या जीरो सा पांच बारह तीन तीन सर आ बी ए कर,,False,True,
20260906T133206Z,account_identifier_01,account_identifier,digit_by_digit,loan_account_no,SAMJHA-2026-001,baseline,000512348899,आपके लोन खाते की संख्या 000512348899 है।,evals/results/clips/baseline/348095f3dca2.tel.wav,True,,deepgram,default,आपके loan खाते की संख्या 0 सौ पांच बारह तीन तीन सौ देकर.,,,,False,True,
20260906T133206Z,account_identifier_01,account_identifier,digit_by_digit,loan_account_no,SAMJHA-2026-001,samjha,000512348899,आपके लोन खाते की संख्या शून्य शून्य शून्य पाँच एक दो तीन चार आठ आठ नौ नौ है।,evals/results/clips/samjha/93a1efe34257.tel.wav,True,,sarvam,transcribe,आपके लोन खाते की संख्या 000512348899 है।,verbatim,आपके लोन खाते की संख्या शून्य शून्य शून्य पाँच एक दो तीन चार आठ आठ नौ नौ है,transcribe,True,True,
20260906T133206Z,account_identifier_01,account_identifier,digit_by_digit,loan_account_no,SAMJHA-2026-001,samjha,000512348899,आपके लोन खाते की संख्या शून्य शून्य शून्य पाँच एक दो तीन चार आठ आठ नौ नौ है।,evals/results/clips/samjha/93a1efe34257.tel.wav,True,,deepgram,default,आपके loan खाते की संख्या शून्य शून्य शून्य पांच एक दो तीन चार आठ आठ नौ नौ है.,,,default,True,True,
20260906T133206Z,date_deadline_01,date_deadline,cardinal,first EPI due,SAMJHA-2026-001,baseline,2026-04-15,आपकी पहली किश्त की तारीख़ 15 अप्रैल 2026 है।,evals/results/clips/baseline/cef62c996b3f.tel.wav,True,,sarvam,transcribe,आपकी पहली किश्त की तारीख 15 अप्रैल 2026 है।,verbatim,आपकी पहली किश्त की तारीख पंद्रह अप्रैल दो हज़ार छब्बीस है,transcribe,True,True,
20260906T133206Z,date_deadline_01,date_deadline,cardinal,first EPI due,SAMJHA-2026-001,baseline,2026-04-15,आपकी पहली किश्त की तारीख़ 15 अप्रैल 2026 है।,evals/results/clips/baseline/cef62c996b3f.tel.wav,True,,deepgram,default,आपकी पहली किश्त की तारीख़ पंद्रह April दो हज़ार छब्बीस है.,,,default,True,True,
20260906T133206Z,date_deadline_01,date_deadline,cardinal,first EPI due,SAMJHA-2026-001,samjha,2026-04-15,आपकी पहली किश्त की तारीख़ पंद्रह अप्रैल दो हज़ार छब्बीस है।,evals/results/clips/samjha/878c4956ddad.tel.wav,True,,sarvam,transcribe,आपकी पहली किश्त की तारीख 15 अप्रैल 2026 है।,verbatim,आपकी पहली किश्त की तारीख पंद्रह अप्रैल दो हज़ार छब्बीस है,transcribe,True,True,
20260906T133206Z,date_deadline_01,date_deadline,cardinal,first EPI due,SAMJHA-2026-001,samjha,2026-04-15,आपकी पहली किश्त की तारीख़ पंद्रह अप्रैल दो हज़ार छब्बीस है।,evals/results/clips/samjha/878c4956ddad.tel.wav,True,,deepgram,default,आपकी पहली किश्त की तारीख़ पंद्रह April दो हज़ार छब्बीस है.,,,default,True,True,
20260906T133206Z,emi_amount_01,emi_amount,cardinal,instalments.epi_amount_inr,SAMJHA-2026-001,baseline,4550,"आपकी हर महीने की किश्त ₹4,550 होगी।",evals/results/clips/baseline/0988ea8496b4.tel.wav,True,,sarvam,transcribe,"आपकी हर महीने की किश्त 4,550 रुपये होगी।",verbatim,आपकी हर महीने की किश्त चार हज़ार पाँच सौ पचास रुपये होगी,transcribe,True,True,
20260906T133206Z,emi_amount_01,emi_amount,cardinal,instalments.epi_amount_inr,SAMJHA-2026-001,baseline,4550,"आपकी हर महीने की किश्त ₹4,550 होगी।",evals/results/clips/baseline/0988ea8496b4.tel.wav,True,,deepgram,default,आपकी हर महीने की किश्त चार हज़ार पांच सौ पचास रुपए होगी.,,,default,True,True,
